Latitude_Degrees_regrowth,Longitude_Degrees_regrowth,Habitat_Type_regrowth,Turbidity_regrowth,Unnamed: 4,Date_Year_regrowth,Percent_Hard_Coral_Cover_regrowth,Percent_Macroalgal_Cover_regrowth,ClimSST_regrowth,Temperature_Mean_regrowth,Temperature_Minimum_regrowth,Wispeed_regrowth,SSTA_regrowth,SSTA_DHW_regrowth,Latitude_Degrees_bleaching,Longitude_Degrees_bleaching,Turbidity_bleaching,Percent_Cover_bleaching,Date_Year_bleaching,Bleaching_Level,Percent_Bleaching,ClimSST_bleaching,Temperature_Kelvin_bleaching,Wispeed_bleaching,SSTA_bleaching,SSTA_DHW_bleaching,Regrowth_Rate,Resilience_Status
-23.446466,151.91838,Outer Reef Flat,0.07,,2014,0.0,0.0,302.53,302.09,298.76,4.0,0.64,0.0,4.0321,100.55,0.2899,2.5,2014,Population,0.0,302.99,303.01,3.0,0.42,2.44,-100.0,Moderate
-23.446466,151.91838,Outer Reef Flat,0.07,,2013,0.0,0.0,302.53,302.09,298.76,4.0,0.64,0.0,4.0321,100.55,0.2899,33.12,2016,Population,0.0,303.07,304.11,1.0,1.49,2.51,,
-23.446466,151.91838,Outer Reef Flat,0.07,,2018,59.38,0.0,302.44,302.04,298.69,3.0,-0.38,1.35,4.0321,100.55,0.2899,0.62,2016,Population,0.0,303.07,304.11,1.0,1.49,2.51,inf,Resilient
-23.446466,151.91838,Outer Reef Flat,0.07,,2019,46.25,0.0,302.44,302.04,298.69,3.0,-0.38,1.35,4.0321,100.55,0.2899,30.62,2013,Population,0.0,302.76,302.32,1.0,-0.19,3.26,-22.11182216234423,Moderate
-23.446466,151.91838,Outer Reef Flat,0.07,,2016,70.0,0.0,301.69,302.04,298.69,6.0,0.5,0.0,4.0321,100.55,0.2899,0.0,2013,Population,0.0,302.76,302.32,1.0,-0.19,3.26,51.35135135135136,Resilient
-23.446466,151.91838,Outer Reef Flat,0.07,,2012,20.0,0.0,301.69,302.04,298.69,6.0,0.5,0.0,4.0575,100.5397,0.2476,30.62,2019,Population,0.0,303.35,303.29,1.0,0.39,1.12,-71.42857142857143,Moderate
-23.445166,151.91266,Outer Reef Flat,0.07,,2014,57.5,0.0,302.16,302.04,298.69,2.0,0.17,3.59,4.0575,100.5397,0.2476,0.0,2019,Population,0.0,303.35,303.29,1.0,0.39,1.12,187.5,Resilient
-23.445166,151.91266,Outer Reef Flat,0.07,,2013,55.63,0.0,302.16,302.04,298.69,2.0,0.17,3.59,4.0575,100.5397,0.2476,21.25,2012,Population,0.0,302.82,302.07,1.0,-0.45,6.9,-3.252173913043477,Moderate
-23.445166,151.91266,Outer Reef Flat,0.07,,2019,78.13,0.0,302.55,302.04,298.69,2.0,-1.01,0.0,4.0575,100.5397,0.2476,0.0,2012,Population,0.0,302.82,302.07,1.0,-0.45,6.9,40.445802624483186,Resilient
-23.445166,151.91266,Outer Reef Flat,0.07,,2015,53.75,0.0,302.55,302.04,298.69,2.0,-1.01,0.0,4.0575,100.5397,0.2476,32.5,2014,Population,0.0,302.98,303.29,3.0,0.72,1.11,-31.204402918213226,Moderate
-23.445166,151.91266,Outer Reef Flat,0.07,,2018,78.75,0.0,302.53,302.09,298.76,3.0,0.31,0.0,4.0575,100.5397,0.2476,0.0,2014,Population,0.0,302.98,303.29,3.0,0.72,1.11,46.51162790697674,Resilient
-23.445166,151.91266,Outer Reef Flat,0.07,,2017,70.0,0.0,302.53,302.09,298.76,3.0,0.31,0.0,4.0575,100.5397,0.2476,30.0,2018,Population,0.0,303.19,303.04,1.0,0.34,1.62,-11.111111111111116,Moderate
-23.445166,151.91266,Outer Reef Flat,0.07,,2016,45.0,0.0,301.69,302.09,298.76,6.0,0.74,0.0,4.0575,100.5397,0.2476,0.0,2018,Population,0.0,303.19,303.04,1.0,0.34,1.62,-35.71428571428571,Moderate
-23.445166,151.91266,Outer Reef Flat,0.07,,2012,38.75,0.0,301.69,302.09,298.76,6.0,0.74,0.0,4.0575,100.5397,0.2476,25.0,2017,Population,0.0,303.43,303.42,1.0,0.33,2.82,-13.888888888888884,Moderate
-23.444333,151.913266,Inner Reef Flat,0.07,,2013,8.75,1.25,302.64,302.09,298.76,3.0,-0.93,0.0,4.0575,100.5397,0.2476,0.0,2017,Population,0.0,303.43,303.42,1.0,0.33,2.82,-77.41935483870968,Moderate
-23.444333,151.913266,Inner Reef Flat,0.07,,2014,36.88,0.0,302.64,302.09,298.76,3.0,-0.93,0.0,4.0575,100.5397,0.2476,41.25,2013,Population,0.0,302.82,301.32,2.0,-1.19,3.1,321.4857142857143,Resilient
-23.444333,151.913266,Inner Reef Flat,0.07,,2019,48.13,1.88,301.75,302.08,298.69,2.0,0.17,1.14,4.0575,100.5397,0.2476,0.0,2013,Population,0.0,302.82,301.32,2.0,-1.19,3.1,30.50433839479392,Resilient
-23.444333,151.913266,Inner Reef Flat,0.07,,2015,43.13,1.25,301.75,302.08,298.69,2.0,0.17,1.14,4.0575,100.5397,0.2476,41.25,2015,Population,0.0,303.21,303.0,2.0,0.27,5.59,-10.388531061707873,Moderate
-23.444333,151.913266,Inner Reef Flat,0.07,,2018,45.0,0.0,302.37,302.08,298.69,6.0,0.07,0.0,4.0575,100.5397,0.2476,0.0,2015,Population,0.0,303.21,303.0,2.0,0.27,5.59,4.33572919081846,Resilient
-23.444333,151.913266,Inner Reef Flat,0.07,,2013,45.0,0.0,302.37,302.08,298.69,6.0,0.07,0.0,4.1125,118.2251,0.0803,45.62,2017,Population,0.0,302.27,302.89,1.0,0.13,1.81,0.0,Moderate
-23.444333,151.913266,Inner Reef Flat,0.07,,2012,20.0,0.0,302.52,302.08,298.69,5.0,-0.03,0.0,4.1125,118.2251,0.0803,0.0,2017,Population,0.0,302.27,302.89,1.0,0.13,1.81,-55.55555555555556,Moderate
-23.443215,151.92331,Outer Reef Flat,0.07,,2014,45.63,0.0,302.52,302.08,298.69,5.0,-0.03,0.0,4.1394,118.234,0.0801,40.62,2013,Population,0.0,301.44,302.98,2.0,0.77,0.0,128.15000000000003,Resilient
-23.443215,151.92331,Outer Reef Flat,0.07,,2015,27.5,0.0,302.21,302.08,298.69,5.0,-0.54,0.0,4.1394,118.234,0.0801,1.88,2013,Population,0.0,301.44,302.98,2.0,0.77,0.0,-39.732632040324354,Moderate
-23.443215,151.92331,Outer Reef Flat,0.07,,2019,44.38,0.0,302.21,302.08,298.69,5.0,-0.54,0.0,4.1394,118.234,0.0801,18.12,2017,Population,0.0,302.31,302.45,1.0,-0.29,0.0,61.38181818181818,Resilient
-23.443215,151.92331,Outer Reef Flat,0.07,,2012,45.0,0.0,301.75,302.08,298.69,2.0,0.17,1.14,4.1394,118.234,0.0801,0.0,2017,Population,0.0,302.31,302.45,1.0,-0.29,0.0,1.3970256872465114,Resilient
-23.443215,151.92331,Outer Reef Flat,0.07,,2013,59.38,0.63,301.75,302.08,298.69,2.0,0.17,1.14,4.184,118.8629,0.1438,13.75,2017,Population,0.0,302.0,303.82,2.0,1.3,1.48,31.95555555555556,Resilient
-23.440708,151.903947,Outer Reef Flat,0.07,,2018,39.38,0.0,302.37,302.08,298.69,5.0,-0.08,0.0,4.184,118.8629,0.1438,2.5,2017,Population,0.0,302.0,303.82,2.0,1.3,1.48,-33.68137420006736,Moderate
-23.440708,151.903947,Outer Reef Flat,0.07,,2017,22.5,0.0,302.37,302.08,298.69,5.0,-0.08,0.0,4.1899,100.5483,0.2563,53.75,2019,Population,0.0,303.49,304.5,1.0,1.48,1.01,-42.864398171660746,Moderate
-23.440708,151.903947,Outer Reef Flat,0.07,,2016,10.0,0.0,301.25,302.08,298.69,4.0,0.49,0.0,4.1899,100.5483,0.2563,1.25,2019,Population,0.0,303.49,304.5,1.0,1.48,1.01,-55.55555555555556,Moderate
-23.439892,151.919067,Outer Reef Flat,0.07,,2014,19.38,0.0,301.25,302.08,298.69,4.0,0.49,0.0,4.1899,100.5483,0.2563,28.75,2018,Population,0.0,303.33,302.27,1.0,-0.52,1.7,93.8,Resilient
-23.439892,151.919067,Outer Reef Flat,0.07,,2015,0.0,0.0,302.5,302.08,298.69,4.0,-0.31,0.0,4.1899,100.5483,0.2563,0.0,2018,Population,0.0,303.33,302.27,1.0,-0.52,1.7,-100.0,Moderate
-23.439892,151.919067,Outer Reef Flat,0.07,,2018,0.0,0.0,302.5,302.08,298.69,4.0,-0.31,0.0,4.1899,100.5483,0.2563,76.88,2013,Population,0.0,302.86,302.17,1.0,-0.42,2.47,,
-23.439892,151.919067,Outer Reef Flat,0.07,,2019,55.0,0.0,302.43,301.99,298.57,5.0,0.1,0.0,4.1899,100.5483,0.2563,0.0,2013,Population,0.0,302.86,302.17,1.0,-0.42,2.47,inf,Resilient
-23.439892,151.919067,Outer Reef Flat,0.07,,2013,46.25,0.0,302.43,301.99,298.57,5.0,0.1,0.0,4.1899,100.5483,0.2563,55.62,2014,Population,0.0,303.11,303.13,3.0,0.46,6.59,-15.909090909090907,Moderate
-23.439892,151.919067,Outer Reef Flat,0.07,,2012,31.88,0.0,301.57,301.99,298.57,2.0,0.45,1.34,4.1899,100.5483,0.2563,0.0,2014,Population,0.0,303.11,303.13,3.0,0.46,6.59,-31.07027027027027,Moderate
-23.439573,151.913458,Inner Reef Flat,0.07,,2014,70.0,0.0,301.57,301.99,298.57,2.0,0.45,1.34,4.1899,100.5483,0.2563,68.75,2015,Population,0.0,303.35,303.18,2.0,0.34,5.36,119.57340025094103,Resilient
-23.439573,151.913458,Inner Reef Flat,0.07,,2015,18.75,0.0,262.15,301.545,297.53,6.0,-0.64,0.0,4.1899,100.5483,0.2563,0.0,2015,Population,0.0,303.35,303.18,2.0,0.34,5.36,-73.21428571428572,Moderate
-23.439573,151.913458,Inner Reef Flat,0.07,,2018,26.25,0.63,262.15,301.545,297.53,6.0,-0.64,0.0,4.1899,100.5483,0.2563,88.75,2016,Population,0.0,303.19,304.43,1.0,1.73,1.16,39.99999999999999,Resilient
-23.439573,151.913458,Inner Reef Flat,0.07,,2019,36.25,0.0,262.15,301.545,297.53,5.0,0.645,2.82,4.1899,100.5483,0.2563,0.0,2016,Population,0.0,303.19,304.43,1.0,1.73,1.16,38.095238095238095,Resilient
-23.439573,151.913458,Inner Reef Flat,0.07,,2017,43.75,2.5,262.15,301.532,297.708,5.0,-0.384,0.0,4.1899,100.5483,0.2563,66.25,2017,Population,0.0,303.53,303.96,1.0,0.66,2.75,20.68965517241379,Resilient
-23.439573,151.913458,Inner Reef Flat,0.07,,2016,58.75,3.13,262.15,301.532,297.708,5.0,-0.384,0.0,4.1899,100.5483,0.2563,0.0,2017,Population,0.0,303.53,303.96,1.0,0.66,2.75,34.28571428571428,Resilient
-23.439573,151.913458,Inner Reef Flat,0.07,,2012,70.0,0.0,262.15,301.532,297.708,8.0,1.216,0.71,4.2063,118.7848,0.0779,15.62,2017,Population,0.0,302.0,303.64,1.0,1.14,0.0,19.14893617021276,Resilient
-23.439573,151.913458,Inner Reef Flat,0.07,,2013,51.25,0.63,301.33,301.57,297.72,6.0,-0.09,0.0,4.2063,118.7848,0.0779,0.62,2017,Population,0.0,302.0,303.64,1.0,1.14,0.0,-26.785714285714292,Moderate
-23.438429,151.906018,Outer Reef Flat,0.07,,2014,34.38,0.0,301.33,301.57,297.72,6.0,-0.09,0.0,4.2102,118.6799,0.1022,30.0,2018,Population,0.0,302.42,301.84,2.0,-0.39,2.65,-32.917073170731705,Moderate
-23.438429,151.906018,Outer Reef Flat,0.07,,2017,70.63,0.0,299.77,301.57,297.72,6.0,-0.05,0.0,4.2102,118.6799,0.1022,2.5,2018,Population,0.0,302.42,301.84,2.0,-0.39,2.65,105.43920884235018,Resilient
-23.438429,151.906018,Outer Reef Flat,0.07,,2019,45.63,0.0,300.06,301.61,297.67,7.0,0.68,0.0,4.2102,118.6799,0.1022,9.38,2017,Population,0.0,302.11,302.37,2.0,-0.14,0.0,-35.39572419651705,Moderate
-23.438429,151.906018,Outer Reef Flat,0.07,,2015,54.38,0.0,299.81,301.61,297.67,7.0,0.03,1.32,4.2102,118.6799,0.1022,9.38,2017,Population,0.0,302.11,302.37,2.0,-0.14,0.0,19.175980714442243,Resilient
-23.438429,151.906018,Outer Reef Flat,0.07,,2018,36.25,0.0,301.91,301.61,297.67,4.0,1.29,0.0,4.2102,118.6799,0.1022,6.25,2016,Population,0.0,302.2,302.85,2.0,0.34,5.09,-33.33946303788158,Moderate
-23.438429,151.906018,Outer Reef Flat,0.07,,2016,50.63,1.88,301.91,301.61,297.67,4.0,1.29,0.0,4.2102,118.6799,0.1022,4.38,2016,Population,0.0,302.2,302.85,2.0,0.34,5.09,39.668965517241396,Resilient
-23.438429,151.906018,Outer Reef Flat,0.07,,2012,43.13,0.0,299.92,301.61,297.67,6.0,0.76,0.0,4.2142,118.6756,0.1022,16.25,2017,Population,0.0,302.11,302.37,2.0,-0.14,0.0,-14.813351767726646,Moderate
-23.438429,151.906018,Outer Reef Flat,0.07,,2013,33.75,0.0,299.92,301.61,297.67,6.0,0.76,0.0,4.2142,118.6756,0.1022,7.5,2017,Population,0.0,302.11,302.37,2.0,-0.14,0.0,-21.748203106886166,Moderate
-23.438403,151.903353,Outer Reef Flat,0.07,,2015,32.5,1.25,301.91,301.61,297.67,4.0,1.29,0.0,4.2253,118.6881,0.1022,9.38,2017,Population,0.0,302.11,302.37,2.0,-0.14,0.0,-3.703703703703709,Moderate
-23.438403,151.903353,Outer Reef Flat,0.07,,2014,71.25,5.0,301.91,301.61,297.67,4.0,1.29,0.0,4.2253,118.6881,0.1022,0.62,2017,Population,0.0,302.11,302.37,2.0,-0.14,0.0,119.23076923076925,Resilient
-23.438403,151.903353,Outer Reef Flat,0.07,,2013,43.75,0.0,300.0,301.61,297.67,5.0,0.26,0.0,4.2295,118.68,0.1022,7.5,2018,Population,0.0,302.42,301.84,2.0,-0.39,2.65,-38.59649122807017,Moderate
-23.438403,151.903353,Outer Reef Flat,0.07,,2017,53.13,0.0,300.0,301.61,297.67,5.0,0.26,0.0,4.2295,118.68,0.1022,3.12,2018,Population,0.0,302.42,301.84,2.0,-0.39,2.65,21.440000000000015,Resilient
-23.438403,151.903353,Outer Reef Flat,0.07,,2019,35.63,0.0,300.12,301.57,297.72,6.0,0.08,1.11,4.2295,118.68,0.1022,5.0,2017,Population,0.0,302.11,302.37,2.0,-0.14,0.0,-32.93807641633728,Moderate
-23.438403,151.903353,Outer Reef Flat,0.07,,2018,38.13,0.0,301.33,301.57,297.72,6.0,0.56,2.76,4.2295,118.68,0.1022,1.88,2017,Population,0.0,302.11,302.37,2.0,-0.14,0.0,7.016559079427442,Resilient
-23.438403,151.903353,Outer Reef Flat,0.07,,2016,41.25,0.0,300.05,301.57,297.72,5.0,-0.43,1.35,4.2295,118.68,0.1022,1.88,2016,Population,0.0,302.2,302.85,2.0,0.34,5.09,8.182533438237606,Resilient
-23.438403,151.903353,Outer Reef Flat,0.07,,2012,21.88,0.63,300.32,301.57,297.72,5.0,-0.7,2.09,4.2295,118.68,0.1022,17.5,2016,Population,0.0,302.2,302.85,2.0,0.34,5.09,-46.95757575757577,Moderate
-23.437078,151.912504,Outer Reef Flat,0.07,,2014,37.5,5.0,300.32,301.57,297.72,5.0,-0.7,2.09,4.2295,118.68,0.1022,18.75,2010,Population,0.0,301.88,302.78,2.0,0.54,2.86,71.38939670932358,Resilient
-23.437078,151.912504,Outer Reef Flat,0.07,,2017,17.5,0.63,300.32,301.57,297.72,5.0,-0.7,2.09,4.2295,118.68,0.1022,3.12,2010,Population,0.0,301.88,302.78,2.0,0.54,2.86,-53.333333333333336,Moderate
-23.437078,151.912504,Outer Reef Flat,0.07,,2013,29.38,0.0,300.16,301.61,297.67,6.0,0.31,1.01,4.2366,118.5532,0.0926,20.62,2013,Population,0.0,301.33,302.38,2.0,0.22,0.0,67.88571428571429,Resilient
-23.437078,151.912504,Outer Reef Flat,0.07,,2019,26.25,2.5,301.37,301.61,297.67,4.0,-0.32,0.0,4.2366,118.5532,0.0926,1.25,2013,Population,0.0,301.33,302.38,2.0,0.22,0.0,-10.653505786249152,Moderate
-23.437078,151.912504,Outer Reef Flat,0.07,,2015,35.63,0.63,301.37,301.61,297.67,4.0,-0.32,0.0,4.2366,118.5532,0.0926,30.0,2014,Population,0.0,302.6,303.27,3.0,1.19,1.3,35.73333333333335,Resilient
-23.437078,151.912504,Outer Reef Flat,0.07,,2018,38.13,0.0,300.12,301.57,297.72,5.0,0.04,0.0,4.2366,118.5532,0.0926,17.5,2014,Population,0.0,302.6,303.27,3.0,1.19,1.3,7.016559079427442,Resilient
-23.437078,151.912504,Outer Reef Flat,0.07,,2016,28.75,0.0,300.12,301.57,297.72,5.0,0.04,0.0,4.2366,118.5532,0.0926,13.75,2015,Population,0.0,302.51,303.62,2.0,1.17,1.27,-24.600052452137433,Moderate
-23.437078,151.912504,Outer Reef Flat,0.07,,2012,38.13,0.0,299.77,301.57,297.72,6.0,-0.05,0.0,4.2366,118.5532,0.0926,3.75,2015,Population,0.0,302.51,303.62,2.0,1.17,1.27,32.62608695652174,Resilient
-23.436091,151.918115,Outer Reef Flat,0.07,,2014,25.0,0.63,300.04,301.52,297.85,5.0,-0.53,0.0,4.2366,118.5532,0.0926,12.5,2017,Population,0.0,302.47,300.86,2.0,-0.6,1.51,-34.43482821924994,Moderate
-23.436091,151.918115,Outer Reef Flat,0.07,,2016,46.88,11.25,300.04,301.52,297.85,5.0,-0.53,0.0,4.2366,118.5532,0.0926,3.12,2017,Population,0.0,302.47,300.86,2.0,-0.6,1.51,87.52000000000002,Resilient
-23.436091,151.918115,Outer Reef Flat,0.07,,2017,13.75,4.38,300.93,301.52,297.85,6.0,0.77,0.0,4.2504,118.6273,0.0866,29.38,2016,Population,0.0,302.23,303.14,2.0,0.67,10.1,-70.669795221843,Moderate
-23.436091,151.918115,Outer Reef Flat,0.07,,2019,36.88,0.63,300.45,301.74,297.19,5.0,0.51,0.0,4.2504,118.6273,0.0866,0.0,2016,Population,0.0,302.23,303.14,2.0,0.67,10.1,168.21818181818182,Resilient
-23.436091,151.918115,Outer Reef Flat,0.07,,2015,34.38,3.13,300.45,301.74,297.19,5.0,0.51,0.0,4.2551,118.5338,0.1387,18.12,2017,Population,0.0,302.45,300.66,2.0,-0.78,1.59,-6.7787418655097635,Moderate
-23.436091,151.918115,Outer Reef Flat,0.07,,2018,0.0,0.0,300.01,301.74,297.19,5.0,-0.54,1.4,4.2551,118.5338,0.1387,6.88,2017,Population,0.0,302.45,300.66,2.0,-0.78,1.59,-100.0,Moderate
-23.436091,151.918115,Outer Reef Flat,0.07,,2012,76.25,0.63,300.08,301.74,297.19,5.0,1.19,5.95,4.2731,113.8147,0.1771,71.25,2010,Population,0.0,304.02,303.73,1.0,0.37,6.19,inf,Resilient
-23.436091,151.918115,Outer Reef Flat,0.07,,2013,38.75,0.0,301.2,301.74,297.19,6.0,-0.52,0.0,4.2731,113.8147,0.1771,4.38,2010,Population,0.0,304.02,303.73,1.0,0.37,6.19,-49.18032786885246,Moderate
-23.435775,151.907205,Reef Slope,0.07,,2007,32.5,0.63,301.2,301.74,297.19,6.0,-0.52,0.0,4.2731,113.8147,0.1771,59.38,2016,Population,0.0,303.18,304.75,2.0,1.44,0.0,-16.129032258064512,Moderate
-23.435775,151.907205,Reef Slope,0.07,,2006,22.5,0.0,300.94,302.15,298.39,5.0,0.15,8.96,4.2731,113.8147,0.1771,1.25,2016,Population,0.0,303.18,304.75,2.0,1.44,0.0,-30.76923076923077,Moderate
-23.435775,151.907205,Reef Slope,0.07,,2012,23.75,0.63,300.94,302.15,298.39,5.0,0.15,8.96,4.2731,113.8147,0.1771,48.75,2012,Population,0.0,302.77,303.7,3.0,0.52,3.06,5.555555555555558,Resilient
-23.435775,151.907205,Reef Slope,0.07,,2012,5.0,2.5,301.05,302.15,298.39,6.0,0.09,8.96,4.2731,113.8147,0.1771,0.0,2012,Population,0.0,302.77,303.7,3.0,0.52,3.06,-78.94736842105263,Moderate
-23.435775,151.907205,Reef Slope,0.07,,2011,29.38,0.0,300.92,302.09,297.86,5.0,0.32,7.5,4.2731,113.8147,0.1771,63.12,2017,Population,0.0,303.81,303.86,1.0,0.01,4.74,487.59999999999997,Resilient
-23.435775,151.907205,Reef Slope,0.07,,2011,28.75,0.0,300.92,302.09,297.86,5.0,0.32,7.5,4.2731,113.8147,0.1771,4.38,2017,Population,0.0,303.81,303.86,1.0,0.01,4.74,-2.1443158611300195,Moderate
-23.435775,151.907205,Reef Slope,0.07,,2008,24.38,0.0,301.17,302.09,297.86,6.0,-0.08,5.21,4.2764,113.8167,0.1771,55.0,2019,Population,0.0,302.77,302.67,2.0,-0.53,2.32,-15.200000000000003,Moderate
-23.435775,151.907205,Reef Slope,0.07,,2008,23.75,0.0,300.84,302.09,297.86,6.0,-0.89,8.51,4.2764,113.8167,0.1771,11.88,2019,Population,0.0,302.77,302.67,2.0,-0.53,2.32,-2.5840853158326405,Moderate
-23.435429,151.936947,Sheltered Reef Slope,0.07,,2017,28.75,1.25,302.71,302.09,297.86,2.0,-0.31,7.19,4.2764,113.8167,0.1771,62.5,2010,Population,0.0,302.33,301.34,2.0,0.49,3.43,21.052631578947366,Resilient
-23.435429,151.936947,Sheltered Reef Slope,0.07,,2016,45.63,0.0,302.06,301.28,296.04,4.0,0.26,0.0,4.2764,113.8167,0.1771,1.25,2010,Population,0.0,302.33,301.34,2.0,0.49,3.43,58.71304347826087,Resilient
-23.435429,151.936947,Sheltered Reef Slope,0.07,,2013,40.0,0.0,302.06,301.28,296.04,4.0,0.26,0.0,4.2764,113.8167,0.1771,57.5,2017,Population,0.0,303.13,303.02,2.0,-0.2,6.83,-12.338373876835417,Moderate
-23.435429,151.936947,Sheltered Reef Slope,0.07,,2014,46.25,0.0,302.23,301.28,296.04,1.0,0.06,1.6,4.2764,113.8167,0.1771,0.0,2017,Population,0.0,303.13,303.02,2.0,-0.2,6.83,15.625,Resilient
-23.435429,151.936947,Sheltered Reef Slope,0.07,,2015,47.5,0.63,302.23,301.28,296.04,1.0,0.06,1.6,4.2764,113.8167,0.1771,70.0,2005,Population,0.0,303.81,302.72,2.0,-0.04,0.0,2.7027027027026973,Resilient
-23.43519,151.911462,Outer Reef Flat,0.07,,2005,56.88,0.63,301.1,301.41,296.72,2.0,-0.55,5.39,4.2764,113.8167,0.1771,0.0,2005,Population,0.0,303.81,302.72,2.0,-0.04,0.0,19.74736842105265,Resilient
-23.43519,151.911462,Outer Reef Flat,0.07,,2005,55.0,0.63,301.1,301.41,296.72,2.0,-0.55,5.39,4.2872,113.8197,0.1771,56.25,2006,Population,0.0,303.9,303.58,1.0,-0.37,0.0,-3.305203938115331,Moderate
-23.43519,151.911462,Outer Reef Flat,0.07,,2006,74.38,0.63,300.47,301.41,296.72,2.0,0.32,6.9,4.2872,113.8197,0.1771,0.0,2006,Population,0.0,303.9,303.58,1.0,-0.37,0.0,35.23636363636362,Resilient
-23.43519,151.911462,Outer Reef Flat,0.07,,2006,46.25,0.0,300.47,301.41,296.72,2.0,0.32,6.9,4.2872,113.8197,0.1771,50.0,2016,Population,0.0,303.18,304.75,2.0,1.44,0.0,-37.81930626512503,Moderate
-23.434755,151.91687,Reef Slope,0.07,,2001,63.75,0.0,302.82,301.41,296.72,3.0,0.72,3.32,4.2872,113.8197,0.1771,0.0,2016,Population,0.0,303.18,304.75,2.0,1.44,0.0,37.83783783783783,Resilient
-23.434755,151.91687,Reef Slope,0.07,,2001,40.63,0.0,302.82,301.41,296.72,3.0,0.72,3.32,4.2872,113.8197,0.1771,53.75,2013,Population,0.0,301.48,302.92,2.0,0.15,1.01,-36.26666666666666,Moderate
-23.434755,151.91687,Reef Slope,0.07,,1998,37.5,0.0,300.01,301.28,296.04,5.0,-0.08,5.03,4.2872,113.8197,0.1771,0.0,2013,Population,0.0,301.48,302.92,2.0,0.15,1.01,-7.70366724095497,Moderate
-23.434755,151.91687,Reef Slope,0.07,,1998,41.25,0.0,300.01,301.28,296.04,5.0,-0.08,5.03,4.2872,113.8197,0.1771,55.62,2017,Population,0.0,303.13,303.02,2.0,-0.2,6.83,10.000000000000009,Resilient
-23.434755,151.91687,Reef Slope,0.07,,1998,35.0,1.25,302.55,301.28,296.04,4.0,-0.21,4.21,4.2872,113.8197,0.1771,0.0,2017,Population,0.0,303.13,303.02,2.0,-0.2,6.83,-15.151515151515149,Moderate
-23.434755,151.91687,Reef Slope,0.07,,1998,46.88,0.0,302.55,301.28,296.04,4.0,-0.21,4.21,4.2925,113.8258,0.1586,25.62,2019,Population,0.0,303.92,302.42,2.0,-0.44,2.64,33.94285714285714,Resilient
-23.434755,151.91687,Reef Slope,0.07,,2000,45.63,0.0,262.15,302.01,298.4775,6.0,0.3925,4.9125,4.2925,113.8258,0.1586,16.88,2019,Population,0.0,303.92,302.42,2.0,-0.44,2.64,-2.666382252559729,Moderate
-23.434755,151.91687,Reef Slope,0.07,,2000,31.88,1.25,262.15,302.01,298.4775,6.0,0.3925,4.9125,4.2925,113.8258,0.1586,38.75,2010,Population,0.0,303.95,303.82,1.0,0.52,6.55,-30.133683979837834,Moderate
-23.434755,151.91687,Reef Slope,0.07,,2002,31.88,0.0,262.15,302.01,298.4775,3.0,0.7675,1.8275,4.2925,113.8258,0.1586,6.25,2010,Population,0.0,303.95,303.82,1.0,0.52,6.55,0.0,Moderate
-23.434755,151.91687,Reef Slope,0.07,,2002,23.13,0.0,262.15,302.01,298.4775,6.0,0.3925,4.9125,4.2925,113.8258,0.1586,26.25,2014,Population,0.0,303.03,301.88,2.0,-1.27,3.57,-27.44667503136763,Moderate
-23.4336,151.926417,Outer Reef Flat,0.07,,2004,26.88,0.0,299.45,301.33,296.49,5.0,0.5,0.0,4.2925,113.8258,0.1586,14.38,2014,Population,0.0,303.03,301.88,2.0,-1.27,3.57,16.212710765239958,Resilient
-23.4336,151.926417,Outer Reef Flat,0.07,,2004,30.63,0.0,299.45,301.33,296.49,5.0,0.5,0.0,4.2939,113.8261,0.1586,18.12,2019,Population,0.0,302.69,303.17,2.0,0.08,4.59,13.950892857142861,Resilient
-23.433244,151.961492,Sheltered Reef Slope,0.07,,2001,12.5,0.0,302.41,301.33,296.49,3.0,0.02,4.51,4.2939,113.8261,0.1586,3.75,2019,Population,0.0,302.69,303.17,2.0,0.08,4.59,-59.19033627162912,Moderate
-23.433244,151.961492,Sheltered Reef Slope,0.07,,2001,18.13,0.0,302.4,301.33,296.49,3.0,-0.13,6.24,4.2939,113.8261,0.1586,33.75,2012,Population,0.0,302.54,303.39,2.0,0.36,2.92,45.03999999999999,Resilient
-23.433244,151.961492,Sheltered Reef Slope,0.07,,2000,35.63,1.25,302.4,301.33,296.49,3.0,-0.13,6.24,4.2939,113.8261,0.1586,0.0,2012,Population,0.0,302.54,303.39,2.0,0.36,2.92,96.52509652509656,Resilient
-23.433244,151.961492,Sheltered Reef Slope,0.07,,2000,20.0,0.0,302.6,301.31,296.48,4.0,-0.51,2.55,4.2939,113.8261,0.1586,19.38,2018,Population,0.0,302.37,301.88,1.0,-1.16,6.96,-43.86752736458042,Moderate
-23.433244,151.961492,Sheltered Reef Slope,0.07,,2002,38.13,0.0,302.6,301.31,296.48,4.0,-0.51,2.55,4.2939,113.8261,0.1586,12.5,2018,Population,0.0,302.37,301.88,1.0,-1.16,6.96,90.65,Resilient
-23.433244,151.961492,Sheltered Reef Slope,0.07,,2002,27.5,0.0,302.36,301.31,296.48,2.0,0.69,1.85,4.2939,113.8261,0.1586,15.62,2016,Population,0.0,303.84,304.6,1.0,0.92,2.93,-27.878311041174932,Moderate
